,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
78,7,8,3,0,6,19,12,9,5,1,0,0,0,0,0,4,24,0
79,7,9,3,0,7,16,23,2,3,1,0,3,0,0,0,6,32,0
80,8,0,5,6,1,0,0,1,0,12,0,6,1,0,0,0,0,1
81,8,1,8,15,2,0,0,6,0,10,0,5,2,0,0,0,0,3
82,8,2,10,27,2,0,0,36,0,7,0,4,9,0,0,0,0,5
83,8,3,8,13,1,0,0,28,0,1,0,3,15,0,0,0,0,13
84,8,4,5,7,0,0,0,26,0,0,8,2,20,1,0,0,0,16
85,8,5,5,4,0,1,1,18,0,0,5,2,9,1,0,1,0,12
86,8,6,5,0,0,2,3,15,0,0,3,2,3,1,0,0,0,5
87,8,7,3,0,0,4,6,7,0,0,2,0,0,0,0,0,1,0
88,8,8,3,0,0,4,8,5,1,3,1,1,0,0,0,3,12,0
89,8,9,3,1,1,8,20,2,0,3,1,3,0,0,0,1,9,0
90,9,0,3,2,2,1,0,0,0,14,0,11,0,0,0,0,0,2
91,9,1,7,8,5,0,0,10,0,18,0,15,0,0,0,0,0,1
92,9,2,8,7,8,1,1,33,0,9,1,7,6,0,0,0,0,1
93,9,3,7,10,13,0,0,24,0,5,4,1,9,0,0,0,0,16
94,9,4,5,4,6,0,0,14,1,1,21,0,12,0,0,0,0,18
95,9,5,5,0,1,0,0,11,2,0,27,0,7,0,0,0,0,21
96,9,6,3,0,0,1,0,7,2,0,13,0,1,0,0,0,0,6
97,9,7,3,0,0,0,3,9,1,2,3,0,0,1,0,0,0,0
98,9,8,3,0,0,1,7,11,0,1,1,0,0,1,0,0,2,0
99,9,9,3,1,0,1,8,10,0,16,0,2,0,0,0,0,1,0
